,en,gr
89,There was also consensus at Lahti that we should continue and step up our efforts to forge closer relations with producer and transit countries in the Union's neighbourhood by the end of the year.,Υπήρξε επίσης συναίνεση στο Λάχτι ως προς το ότι πρέπει να συνεχίσουμε και να εντείνουμε τις προσπάθειές μας για την ανάπτυξη στενότερων σχέσεων με γειτονικές μας χώρες παραγωγής και διαμετακόμισης πριν από τα τέλη του έτους.
90,"Furthermore, as the latest decision on Iraq has shown, the USA does not have a serious policy in the region, either.","Επιπλέον, όπως απέδειξε η τελευταία απόφαση για το Ιράκ, ούτε και οι ""ΠΑ έχουν μια σοβαρή πολιτική στην περιοχή αυτή."
91,"This new trial, the third, is inequitable and unjust and leaves them in the throes of a death sentence.","Και αυτή η νέα δίκη, η τρίτη κατά σειρά, είναι άδικη και άνομη και εντείνει την αγωνία τους για μια πιθανή θανατική καταδίκη."
92,"At that time the future seemed full of promise, but we are now seeing that many problems and obstacles have arisen on a journey that is certainly no easy ride.","Τότε το μέλλον φαινόταν γεμάτο υποσχέσεις, αλλά τώρα διαπιστώνουμε ότι έχουν προκύψει πολλά προβλήματα και εμπόδια σε ένα ταξίδι που σίγουρα δεν ήταν εύκολο."
93,"As a result industrial wages have increased, driving up the cost of production and dramatically effecting Pakistan's competitiveness.","Ως αποτέλεσμα, αυξήθηκαν οι μισθοί στη βιομηχανία, αυξάνοντας το κόστος της παραγωγής και επηρεάζοντας δραστικά την ανταγωνιστικότητα του Πακιστάν."
94,"It therefore needs attention, that is to say a joint strategy and consistent collaboration between the countries of the European Union and Russia to implement this strategy.","Ως εκ τούτου, χρήζει προσοχής, δηλαδή μιας κοινής στρατηγικής και συνεπούς συνεργασίας μεταξύ των χωρών της Ευρωπαϊκής Ένωσης και της Ρωσίας για την εφαρμογή αυτής της στρατηγικής."
95,"We do not even know how large a prison it is, as the Ethiopian government systematically refuses to reveal how many political prisoners there are or how many people have been arrested.","Δεν γνωρίζουμε καν πόσο μεγάλη είναι αυτή η φυλακή, καθώς η κυβέρνηση της Αιθιοπίας αρνείται συστηματικά να αποκαλύψει πόσοι είναι οι πολιτικοί κρατούμενοι ή πόσοι άνθρωποι έχουν συλληφθεί."
96,"I therefore appeal for your support for these amendments, so that Parliament can speak in one voice about research, development, innovation and the future of Europe.","Ως εκ τούτου, ζητώ την υποστήριξή σας γι' αυτές τις τροπολογίες, ώστε να μπορέσει το Κοινοβούλιο να μιλήσει με μία φωνή για την έρευνα, την ανάπτυξη, την καινοτομία και το μέλλον της Ευρώπης."
97,"In November, The Lancet published a report showing that 200 common chemicals cause brain damage, difficulties in concentrating, behavioural disorders and lower intelligence.","Τον Νοέμβριο, το ιατρικό περιοδικό The Lancet δημοσίευσε μια έκθεση σύμφωνα με την οποία 200 κοινές χημικές ουσίες προκαλούν εγκεφαλική βλάβη, δυσκολίες συγκέντρωσης, διαταραχές της συμπεριφοράς και μειωμένη ευφυΐα."
98,"But in his case, defending independence must not be confused with defending his personal interests and his desire to hold on to power at all costs.","Στην περίπτωση Λουκασένκο όμως, δεν πρέπει να συγχέουμε την προάσπιση της ανεξαρτησίας με την προάσπιση των προσωπικών συμφερόντων του και με την επιθυμία του να διατηρήσει την εξουσία πάση θυσία."
